# Input file: image000144
# Exptime: 0.0
# Total pixels: 2069000
# CR threshold: 9385.82844033313
# Event threshold: 3557.5835018757684
# Gaussian mean: 3503.6636580380637
# Gaussian stddev: 9.80360797049178
# EMGain Raw: 967.6964673397766
# Events Raw: 40290
# Number of unique clusters: 1
# Total pixels above CR_Threshold: 113
# Total pixels after CR_tails: 250
# Total pixels after CR_CR_Neighbours_CR_tails: 2829
# Gaussian mean corrected: 3505.900020712611
# Gaussian stddev corrected: 9.883155063864884
# Event Threshold Corrected: 3560.257373563868
# Events Corrected: 37758
# EMGain Corrected: 949.0969775242289
X,Y,Cluster
736,617,-1
770,617,-1
771,617,-1
772,617,-1
773,617,-1
774,617,-1
818,617,-1
845,617,-1
690,752,-1
696,752,-1
719,752,-1
720,752,-1
721,752,-1
856,752,-1
857,752,-1
910,752,-1
911,752,-1
912,752,-1
913,752,-1
955,752,-1
956,752,-1
957,752,-1
958,752,-1
959,752,-1
158,591,-1
174,591,-1
385,591,-1
386,591,-1
387,591,-1
822,591,-1
823,591,-1
824,591,-1
891,591,-1
959,591,-1
960,591,-1
961,591,-1
962,591,-1
119,764,-1
120,764,-1
121,764,-1
122,764,-1
340,764,-1
341,764,-1
342,764,-1
343,764,-1
344,764,-1
495,764,-1
496,764,-1
497,764,-1
498,764,-1
608,764,-1
718,764,-1
719,764,-1
768,764,-1
592,729,-1
593,729,-1
705,729,-1
840,729,-1
841,729,-1
842,729,-1
946,729,-1
947,729,-1
948,729,-1
949,729,-1
950,729,-1
607,504,-1
608,504,-1
790,504,-1
791,504,-1
814,504,-1
815,504,-1
926,504,-1
955,504,-1
956,504,-1
957,504,-1
937,614,-1
938,614,-1
939,614,-1
805,505,-1
898,505,-1
900,505,-1
901,505,-1
165,703,-1
166,703,-1
234,703,-1
253,703,-1
309,703,-1
310,703,-1
311,703,-1
318,703,-1
505,703,-1
507,703,-1
508,703,-1
628,703,-1
629,703,-1
630,703,-1
631,703,-1
632,703,-1
781,703,-1
804,703,-1
939,703,-1
982,542,-1
983,542,-1
690,751,-1
700,751,-1
701,751,-1
702,751,-1
775,751,-1
805,751,-1
806,751,-1
807,751,-1
808,751,-1
810,751,-1
972,751,-1
873,779,-1
894,781,-1
895,781,-1
954,781,-1
955,781,-1
956,781,-1
974,781,-1
15,797,-1
17,797,-1
19,797,-1
25,797,-1
26,797,-1
28,797,-1
92,797,-1
98,797,-1
267,797,-1
268,797,-1
269,797,-1
270,797,-1
271,797,-1
293,797,-1
703,797,-1
704,797,-1
705,797,-1
893,797,-1
894,797,-1
895,797,-1
907,797,-1
456,799,-1
462,799,-1
469,799,-1
525,799,-1
644,799,-1
874,799,-1
875,799,-1
938,799,-1
939,799,-1
940,799,-1
990,799,-1
682,815,-1
683,815,-1
700,815,-1
775,815,-1
776,815,-1
368,814,-1
369,814,-1
370,814,-1
374,814,-1
416,814,-1
417,814,-1
418,814,-1
450,814,-1
451,814,-1
452,814,-1
512,814,-1
682,814,-1
736,814,-1
737,814,-1
738,814,-1
813,814,-1
817,814,-1
818,814,-1
819,814,-1
832,814,-1
833,814,-1
834,814,-1
934,814,-1
935,814,-1
936,814,-1
622,774,-1
623,774,-1
632,774,-1
739,774,-1
101,767,-1
102,767,-1
148,767,-1
149,767,-1
150,767,-1
152,767,-1
154,767,-1
452,767,-1
453,767,-1
454,767,-1
525,767,-1
575,767,-1
576,767,-1
577,767,-1
585,767,-1
586,767,-1
587,767,-1
588,767,-1
619,767,-1
671,767,-1
687,767,-1
688,767,-1
689,767,-1
690,767,-1
691,767,-1
765,767,-1
830,767,-1
893,767,-1
894,767,-1
895,767,-1
897,767,-1
965,767,-1
966,767,-1
472,776,-1
473,776,-1
474,776,-1
647,776,-1
708,776,-1
866,776,-1
868,776,-1
602,779,-1
603,779,-1
604,779,-1
605,779,-1
609,779,-1
610,779,-1
611,779,-1
809,779,-1
827,779,-1
828,779,-1
585,778,-1
586,778,-1
606,778,-1
615,778,-1
627,778,-1
643,778,-1
691,778,-1
692,778,-1
693,778,-1
698,778,-1
769,778,-1
917,778,-1
993,778,-1
996,844,-1
997,844,-1
366,872,-1
367,872,-1
369,872,-1
421,872,-1
440,872,-1
441,872,-1
587,872,-1
594,872,-1
622,872,-1
623,872,-1
624,872,-1
705,872,-1
706,872,-1
707,872,-1
721,872,-1
857,872,-1
966,872,-1
968,872,-1
900,1038,-1
901,1038,-1
902,1038,-1
948,1038,-1
950,1038,-1
856,1015,-1
857,1015,-1
858,1015,-1
966,1015,-1
680,987,-1
681,987,-1
683,987,-1
820,987,-1
930,987,-1
931,987,-1
702,995,-1
705,995,-1
706,995,-1
707,995,-1
784,995,-1
785,995,-1
786,995,-1
888,995,-1
907,995,-1
908,995,-1
940,995,-1
960,995,-1
964,995,-1
329,851,-1
330,851,-1
336,851,-1
463,851,-1
464,851,-1
465,851,-1
466,851,-1
467,851,-1
567,851,-1
666,851,-1
668,851,-1
669,851,-1
670,851,-1
731,851,-1
732,851,-1
738,851,-1
739,851,-1
828,851,-1
829,851,-1
830,851,-1
831,851,-1
832,851,-1
833,851,-1
889,947,-1
890,947,-1
891,947,-1
900,947,-1
901,947,-1
902,947,-1
904,947,-1
983,947,-1
206,1052,-1
207,1052,-1
208,1052,-1
213,1052,-1
359,1052,-1
400,1052,-1
459,1052,-1
460,1052,-1
613,1052,-1
615,1052,-1
755,1052,-1
800,1052,-1
801,1052,-1
859,1052,-1
860,1052,-1
897,1052,-1
899,1052,-1
900,1052,-1
901,1052,-1
909,1052,-1
916,1052,-1
962,1052,-1
610,1032,-1
778,1032,-1
779,1032,-1
780,1032,-1
781,1032,-1
785,1032,-1
786,1032,-1
787,1032,-1
788,1032,-1
814,1032,-1
815,1032,-1
816,1032,-1
817,1032,-1
818,1032,-1
951,1032,-1
952,1032,-1
953,1032,-1
954,1032,-1
955,1032,-1
578,936,-1
596,936,-1
597,936,-1
710,936,-1
711,936,-1
813,936,-1
702,994,-1
703,994,-1
706,994,-1
851,994,-1
852,994,-1
853,994,-1
854,994,-1
921,994,-1
386,857,-1
387,857,-1
420,857,-1
421,857,-1
422,857,-1
448,857,-1
449,857,-1
847,857,-1
864,857,-1
865,857,-1
948,857,-1
949,857,-1
64,1216,-1
69,1216,-1
78,1216,-1
79,1216,-1
80,1216,-1
103,1216,-1
105,1216,-1
106,1216,-1
168,1216,-1
253,1216,-1
254,1216,-1
268,1216,-1
269,1216,-1
290,1216,-1
304,1216,-1
645,1216,-1
646,1216,-1
647,1216,-1
648,1216,-1
649,1216,-1
650,1216,-1
724,1216,-1
725,1216,-1
945,1216,-1
948,1216,-1
898,1227,-1
903,1227,-1
934,1227,-1
935,1227,-1
936,1227,-1
938,1227,-1
939,1227,-1
988,1227,-1
989,1227,-1
990,1227,-1
371,1162,-1
372,1162,-1
494,1162,-1
495,1162,-1
619,1162,-1
758,1162,-1
759,1162,-1
760,1162,-1
861,1162,-1
862,1162,-1
950,1162,-1
951,1162,-1
953,1162,-1
954,1162,-1
634,1139,-1
635,1139,-1
636,1139,-1
654,1180,-1
701,1180,-1
702,1180,-1
798,1180,-1
661,1193,-1
662,1193,-1
784,1193,-1
898,1193,-1
899,1193,-1
900,1193,-1
901,1193,-1
662,1137,-1
663,1137,-1
664,1137,-1
665,1137,-1
708,1137,-1
752,1137,-1
753,1137,-1
804,1137,-1
805,1137,-1
806,1137,-1
831,1137,-1
832,1137,-1
851,1137,-1
871,1137,-1
887,1137,-1
888,1137,-1
889,1137,-1
892,1137,-1
978,1137,-1
979,1137,-1
334,1053,-1
419,1053,-1
596,1053,-1
597,1053,-1
664,1053,-1
665,1053,-1
692,1053,-1
693,1053,-1
694,1053,-1
793,1053,-1
794,1053,-1
795,1053,-1
836,1053,-1
837,1053,-1
922,1053,-1
923,1053,-1
924,1053,-1
926,1053,-1
953,1053,-1
954,1053,-1
955,1053,-1
956,1053,-1
957,1053,-1
636,1220,-1
637,1220,-1
640,1220,-1
715,1220,-1
716,1220,-1
981,1220,-1
550,1174,-1
551,1174,-1
555,1174,-1
779,1174,-1
918,1174,-1
919,1174,-1
640,1147,-1
643,1147,-1
795,1147,-1
817,1147,-1
848,1147,-1
849,1147,-1
501,1379,-1
502,1379,-1
591,1379,-1
592,1379,-1
593,1379,-1
594,1379,-1
611,1379,-1
745,1379,-1
976,1379,-1
814,1331,-1
815,1331,-1
576,1293,-1
577,1293,-1
586,1293,-1
613,1293,-1
614,1293,-1
615,1293,-1
616,1293,-1
980,1299,-1
981,1299,-1
716,1357,-1
717,1357,-1
821,1357,-1
822,1357,-1
823,1357,-1
824,1357,-1
825,1357,-1
835,1357,-1
842,1357,-1
843,1357,-1
844,1357,-1
845,1357,-1
919,1357,-1
920,1357,-1
938,1357,-1
961,1357,-1
963,1357,-1
60,1394,-1
61,1394,-1
348,1394,-1
560,1394,-1
561,1394,-1
578,1394,-1
588,1394,-1
931,1394,-1
932,1394,-1
933,1394,-1
827,1317,-1
828,1317,-1
829,1317,-1
835,1317,-1
908,1317,-1
909,1317,-1
910,1317,-1
930,1317,-1
959,1317,-1
960,1317,-1
974,1317,-1
252,1379,-1
253,1379,-1
373,1379,-1
178,1318,-1
181,1318,-1
204,1318,-1
205,1318,-1
229,1318,-1
230,1318,-1
231,1318,-1
383,1318,-1
384,1318,-1
385,1318,-1
527,1318,-1
528,1318,-1
529,1318,-1
625,1318,-1
626,1318,-1
627,1318,-1
629,1318,-1
681,1318,-1
903,1318,-1
953,1318,-1
972,1318,-1
970,1329,-1
993,1298,-1
438,1631,-1
439,1631,-1
440,1631,-1
444,1631,-1
493,1631,-1
494,1631,-1
571,1631,-1
572,1631,-1
573,1631,-1
574,1631,-1
575,1631,-1
685,1631,-1
773,1631,-1
322,1589,-1
323,1589,-1
324,1589,-1
648,1589,-1
649,1589,-1
650,1589,-1
651,1589,-1
688,1589,-1
689,1589,-1
690,1589,-1
691,1589,-1
692,1589,-1
693,1589,-1
707,1589,-1
708,1589,-1
709,1589,-1
710,1589,-1
717,1589,-1
849,1589,-1
867,1589,-1
868,1589,-1
870,1589,-1
872,1589,-1
890,1589,-1
916,1589,-1
876,1602,-1
931,1602,-1
932,1602,-1
999,1602,-1
880,1456,-1
881,1456,-1
939,1456,-1
940,1456,-1
959,1456,-1
767,1524,-1
769,1524,-1
784,1524,-1
785,1524,-1
847,1524,-1
896,1524,-1
957,1524,-1
189,1456,-1
190,1456,-1
296,1456,-1
297,1456,-1
298,1456,-1
299,1456,-1
350,1456,-1
352,1456,-1
516,1456,-1
724,1456,-1
752,1456,-1
753,1456,-1
754,1456,-1
755,1456,-1
279,1697,-1
280,1697,-1
283,1697,-1
477,1697,-1
478,1697,-1
479,1697,-1
480,1697,-1
481,1697,-1
518,1697,-1
619,1697,-1
668,1697,-1
681,1697,-1
682,1697,-1
683,1697,-1
721,1697,-1
56,1654,-1
58,1654,-1
129,1654,-1
130,1654,-1
163,1654,-1
175,1654,-1
281,1654,-1
282,1654,-1
283,1654,-1
293,1654,-1
295,1654,-1
596,1654,-1
618,1654,-1
619,1654,-1
620,1654,-1
712,1654,-1
826,1654,-1
827,1654,-1
828,1654,-1
889,1654,-1
896,1654,-1
897,1654,-1
152,1673,-1
153,1673,-1
312,1673,-1
313,1673,-1
314,1673,-1
315,1673,-1
316,1673,-1
333,1673,-1
334,1673,-1
335,1673,-1
338,1673,-1
699,1673,-1
742,1673,-1
777,1673,-1
778,1673,-1
779,1673,-1
126,1419,-1
127,1419,-1
301,1419,-1
461,1419,-1
462,1419,-1
611,1419,-1
612,1419,-1
613,1419,-1
985,1419,-1
986,1419,-1
544,1529,-1
545,1529,-1
589,1529,-1
590,1529,-1
608,1529,-1
609,1529,-1
610,1529,-1
634,1529,-1
721,1529,-1
722,1529,-1
768,1529,-1
769,1529,-1
770,1529,-1
848,1529,-1
849,1529,-1
851,1529,-1
870,1529,-1
871,1529,-1
873,1529,-1
900,1529,-1
835,1790,-1
837,1790,-1
842,1790,-1
934,1790,-1
624,1773,-1
625,1773,-1
626,1773,-1
627,1773,-1
628,1773,-1
678,1773,-1
682,1773,-1
935,1773,-1
304,1807,-1
435,1807,-1
436,1807,-1
437,1807,-1
547,1807,-1
566,1807,-1
567,1807,-1
810,1807,-1
811,1807,-1
812,1807,-1
813,1807,-1
814,1807,-1
816,1807,-1
964,1792,-1
968,1792,-1
632,1740,-1
633,1740,-1
731,1740,-1
873,1740,-1
20,1789,-1
81,1789,-1
125,1789,-1
307,1789,-1
344,1789,-1
345,1789,-1
346,1789,-1
364,1789,-1
444,1789,-1
640,1789,-1
771,1789,-1
772,1789,-1
773,1789,-1
807,1789,-1
925,1789,-1
14,1753,-1
124,1753,-1
125,1753,-1
366,1753,-1
419,1753,-1
432,1753,-1
433,1753,-1
434,1753,-1
435,1753,-1
436,1753,-1
437,1753,-1
523,1753,-1
771,1753,-1
772,1753,-1
839,1753,-1
840,1753,-1
907,1753,-1
908,1753,-1
909,1753,-1
910,1753,-1
926,1753,-1
927,1753,-1
981,1753,-1
982,1753,-1
983,1753,-1
984,1753,-1
843,1749,-1
856,1749,-1
857,1749,-1
858,1749,-1
881,1749,-1
882,1749,-1
883,1749,-1
929,1749,-1
930,1749,-1
975,1749,-1
320,1763,-1
321,1763,-1
375,1763,-1
558,1763,-1
559,1763,-1
560,1763,-1
609,1763,-1
610,1763,-1
646,1763,-1
647,1763,-1
997,1763,-1
998,1763,-1
999,1763,-1
296,1752,-1
321,1752,-1
362,1752,-1
363,1752,-1
453,1752,-1
483,1752,-1
484,1752,-1
508,1752,-1
509,1752,-1
640,1752,-1
641,1752,-1
819,1752,-1
820,1752,-1
821,1752,-1
824,1752,-1
417,1779,-1
418,1779,-1
468,1779,-1
469,1779,-1
470,1779,-1
512,1779,-1
566,1779,-1
810,1779,-1
811,1779,-1
812,1779,-1
823,1779,-1
824,1779,-1
825,1779,-1
850,1779,-1
864,1779,-1
919,1779,-1
920,1779,-1
921,1779,-1
929,1779,-1
716,1868,-1
717,1868,-1
756,1868,-1
969,1993,-1
847,1874,-1
848,1874,-1
342,1915,-1
350,1915,-1
351,1915,-1
374,1915,-1
607,1915,-1
608,1915,-1
609,1915,-1
610,1915,-1
654,1915,-1
665,1915,-1
819,1915,-1
99,2006,-1
101,2006,-1
227,2006,-1
259,2006,-1
302,2006,-1
359,2006,-1
360,2006,-1
361,2006,-1
380,2006,-1
381,2006,-1
382,2006,-1
640,2006,-1
641,2006,-1
648,2006,-1
830,2006,-1
856,2006,-1
857,2006,-1
858,2006,-1
258,1874,-1
289,1874,-1
290,1874,-1
291,1874,-1
292,1874,-1
293,1874,-1
417,1874,-1
418,1874,-1
419,1874,-1
439,1874,-1
539,1874,-1
540,1874,-1
541,1874,-1
542,1874,-1
639,1874,-1
640,1874,-1
641,1874,-1
642,1874,-1
830,1874,-1
831,1874,-1
933,1939,-1
934,1939,-1
921,1974,-1
538,1943,-1
539,1943,-1
540,1943,-1
573,1943,-1
574,1943,-1
575,1943,-1
729,1943,-1
730,1943,-1
731,1943,-1
950,1943,-1
952,1943,-1
698,1837,-1
699,1837,-1
701,1837,-1
702,1837,-1
709,1837,-1
749,1837,-1
750,1837,-1
751,1837,-1
771,1837,-1
838,1837,-1
839,1837,-1
800,1894,-1
846,1894,-1
887,1894,-1
