# Input file: image000141
# Exptime: 0.0
# Total pixels: 2118656
# CR threshold: 10091.373842862944
# Event threshold: 3549.773309508381
# Gaussian mean: 3489.2538764832334
# Gaussian stddev: 11.003533277299518
# EMGain Raw: 1015.8699142569686
# Events Raw: 37400
# Number of unique clusters: 1
# Total pixels above CR_Threshold: 50
# Total pixels after CR_tails: 105
# Total pixels after CR_CR_Neighbours_CR_tails: 1129
# Gaussian mean corrected: 3490.8404189136563
# Gaussian stddev corrected: 10.670439456577768
# Event Threshold Corrected: 3549.527835924834
# Events Corrected: 36739
# EMGain Corrected: 985.4812782294036
X,Y,Cluster
941,1176,-1
975,1176,-1
976,1176,-1
973,1452,-1
975,1452,-1
979,1452,-1
980,1452,-1
984,1452,-1
985,1452,-1
986,1452,-1
1005,1452,-1
913,1491,-1
914,1491,-1
919,1491,-1
989,1491,-1
478,1493,-1
479,1493,-1
481,1493,-1
875,1493,-1
876,1493,-1
877,1493,-1
878,1493,-1
1004,1493,-1
1005,1493,-1
134,1517,-1
137,1517,-1
241,1517,-1
448,1517,-1
449,1517,-1
655,1517,-1
656,1517,-1
657,1517,-1
729,1517,-1
730,1517,-1
929,1517,-1
941,1517,-1
942,1517,-1
966,1517,-1
587,1462,-1
588,1462,-1
589,1462,-1
702,1462,-1
852,1462,-1
903,1462,-1
852,1477,-1
879,1477,-1
880,1477,-1
936,1477,-1
937,1477,-1
938,1477,-1
939,1477,-1
972,1477,-1
973,1477,-1
974,1477,-1
975,1477,-1
976,1477,-1
1008,1477,-1
806,1544,-1
807,1544,-1
814,1544,-1
904,1544,-1
905,1544,-1
906,1544,-1
999,1544,-1
616,1540,-1
650,1540,-1
788,1540,-1
789,1540,-1
820,1540,-1
821,1540,-1
832,1540,-1
837,1540,-1
838,1540,-1
951,1540,-1
952,1540,-1
953,1540,-1
954,1540,-1
825,1706,-1
826,1706,-1
827,1706,-1
828,1706,-1
884,1706,-1
270,1712,-1
271,1712,-1
341,1712,-1
342,1712,-1
343,1712,-1
344,1712,-1
427,1712,-1
428,1712,-1
429,1712,-1
430,1712,-1
492,1712,-1
593,1712,-1
594,1712,-1
595,1712,-1
605,1712,-1
606,1712,-1
607,1712,-1
705,1712,-1
706,1712,-1
743,1712,-1
837,1712,-1
649,1621,-1
650,1621,-1
651,1621,-1
661,1621,-1
662,1621,-1
663,1621,-1
756,1621,-1
757,1621,-1
758,1621,-1
760,1621,-1
827,1621,-1
847,1621,-1
848,1621,-1
852,1621,-1
934,1621,-1
671,1805,-1
672,1805,-1
698,1805,-1
699,1805,-1
848,1805,-1
976,1805,-1
977,1805,-1
979,1805,-1
538,1953,-1
539,1953,-1
540,1953,-1
951,1953,-1
1005,1784,-1
525,2029,-1
526,2029,-1
527,2029,-1
528,2029,-1
530,2029,-1
673,2029,-1
674,2029,-1
761,2029,-1
763,2029,-1
792,2029,-1
793,2029,-1
836,2029,-1
837,2029,-1
699,1922,-1
700,1922,-1
725,1922,-1
726,1922,-1
727,1922,-1
733,1922,-1
734,1922,-1
736,1922,-1
828,1922,-1
984,1922,-1
985,1922,-1
986,1922,-1
987,1922,-1
988,1922,-1
989,1922,-1
